user_id;status_id;created_at;screen_name;text;source;display_text_width;reply_to_status_id;reply_to_user_id;reply_to_screen_name;is_quote;is_retweet;favorite_count;retweet_count;quote_count;reply_count;hashtags;symbols;urls_url;urls_t.co;urls_expanded_url;media_url;media_t.co;media_expanded_url;media_type;ext_media_url;ext_media_t.co;ext_media_expanded_url;ext_media_type;mentions_user_id;mentions_screen_name;lang;quoted_status_id;quoted_text;quoted_created_at;quoted_source;quoted_favorite_count;quoted_retweet_count;quoted_user_id;quoted_screen_name;quoted_name;quoted_followers_count;quoted_friends_count;quoted_statuses_count;quoted_location;quoted_description;quoted_verified;retweet_status_id;retweet_text;retweet_created_at;retweet_source;retweet_favorite_count;retweet_retweet_count;retweet_user_id;retweet_screen_name;retweet_name;retweet_followers_count;retweet_friends_count;retweet_statuses_count;retweet_location;retweet_description;retweet_verified;place_url;place_name;place_full_name;place_type;country;country_code;geo_coords;coords_coords;bbox_coords;status_url;name;location;description;url;protected;followers_count;friends_count;listed_count;statuses_count;favourites_count;account_created_at;verified;profile_url;profile_expanded_url;account_lang;profile_banner_url;profile_background_url;profile_image_url
https://t.co/BGS2sIZ0Ck;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sanitizer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"https://t.co/H0hywfEQqe madu https://t.co/7wp4q493S0""";;FALSE;5897;6182;6;37439;10574;2010-01-03T09:56:47Z;FALSE;;;;https://pbs.twimg.com/profile_banners/101445949/1658374435;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1017610037739511808/XgqZ2XZ4_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,2617E+18;1,58946E+18;2022-11-07T10:23:34Z;putrirun_;@quekcorner @GrabID ih jd takut naik grab;Twitter for iPhone;21;1,58941E+18;1,11051E+18;quekcorner;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;1110505649622835200 2322081114;quekcorner GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/putrirun_/status/1589458513063182336;֪ puts;;;;FALSE;95;46;0;3907;2141;2020-05-16T16:41:11Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1261698174776782848/1669796315;;http://pbs.twimg.com/profile_images/1599779709650247680/4s8enonM_normal.jpg
108611210;1,58953E+18;2022-11-07T15:26:52Z;mrsspearl;Broo, komplain refund dari hari sabtu sampe sekarang di notice aja engga, gimana nich @gojekindonesia :( Masa kalah sama @GrabID yang komplain refund makanan kurang telor ceplok aja bisa cepet cuma 2 jam. Klean udah 2 hari ngga ada balesan.;Twitter for Android;240;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;226481275 2322081114;gojekindonesia GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/mrsspearl/status/1589534838033616896;Shafura, Mutiara.;Behind You;I'll be peterpan and you'll just be pretty;;FALSE;378;322;2;25493;545;2010-01-26T13:57:31Z;FALSE;;;;https://pbs.twimg.com/profile_banners/108611210/1400158913;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1226069204350029824/vwaNEm8u_normal.jpg
1,47112E+18;1,58945E+18;2022-11-07T10:02:04Z;enjoyhalls;"@GrabID Nama kamu pas bgt ""grab"". Soalnya semua yang aku cari ada di kamu";Twitter for Android;65;1,58848E+18;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/enjoyhalls/status/1589453101383421952;Sasaontheroad;;;;FALSE;3;59;0;805;588;2021-12-15T14:02:39Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1471118471295426565/1666339596;;http://pbs.twimg.com/profile_images/1582592205101084672/MuUZYDbn_normal.jpg
1,50405E+18;1,5895E+18;2022-11-07T13:21:38Z;jmniev;@itsjje_ @blubybcadigital @GrabID wah cepet yaaa, yg aku belum :( makasiii infonyaaa;Twitter for Android;50;1,58736E+18;1279165154;kikidanmolly_;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;1295566743893504003 2322081114;blubybcadigital GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/jmniev/status/1589503321743962112;nes🐣;ღ𝒂𝒈𝒊𝒄 𝒔𝒉𝒐𝒑;↳ sbt & cfa • poca enjoyer • anyways, park jimin.;https://t.co/dx40vDU54p;FALSE;1979;2013;3;2685;322;2022-03-16T10:57:53Z;FALSE;https://t.co/dx40vDU54p;http://bangtan.xn--0qah2a36aa4215c/;;https://pbs.twimg.com/profile_banners/1504049274623250435/1655046911;;http://pbs.twimg.com/profile_images/1523335820085981184/p91ZJNU4_normal.jpg
1,47506E+18;1,58927E+18;2022-11-06T22:14:07Z;Pradewitchy;@yogach_ @GrabID Allahuakbar holly fucking shit nggak semua orang bisa telpon. Sangat tidak ramah difabel.;Twitter for Android;89;1,58927E+18;1,3757E+18;yogach_;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;1375697797945511939 2322081114;yogach_ GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/Pradewitchy/status/1589274941425586176;tc;;hi i'm @pradewitch, uncivilized bruja from the south. work: @marjinkiri, sell books: @litteratextilis. sum up my tl: lit anthro cats lfc acmilan genshin cri ~;https://t.co/AhGJQfE5nV;FALSE;1630;1054;3;7994;2288;2021-12-26T11:05:55Z;FALSE;https://t.co/AhGJQfE5nV;http://medium.com/@pradewitch;;https://pbs.twimg.com/profile_banners/1475060206870560768/1668785625;;http://pbs.twimg.com/profile_images/1582531231236837377/zU9XkO1M_normal.jpg
1,4378E+18;1,58917E+18;2022-11-06T15:00:59Z;yocaalfarizi14;Pas dapet driver lain, saya bilang baik2 dong. “Mas restonya udah tutup, saya mau cancel”;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eh dibalesnya malah nyolot sama si abang @GrabID gue udah baik bilangin kalau restonya itu tutup;" biar dia ga ke resto sia2. Tapi dia malah ngeyel dan underestimate""";Twitter for iPhone;255;1,58917E+18;1,4378E+18;yocaalfarizi14;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/yocaalfarizi14/status/1589165936229384192;Yoca Al Farizi;;Hi, I’m Yoca with new account. The previous account was deactivated and couldn’t be active more~;;FALSE;3;24;0;65;67;2021-09-14T15:33:07Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1437801548692668417/1631633874;;http://pbs.twimg.com/profile_images/1437801759036956674/zlbPrsNw_normal.jpg;;;
1,4378E+18;1,58917E+18;2022-11-06T15:02:11Z;yocaalfarizi14;Driver @GrabID underestimate bahwa gue yang minta cancel karena ga punya uang. Ya Allah itu pesenan gue cuma 30k. Alhamdulillah masih mampu bayarnya. Kan sebelum pesen juga tau kalau total ordernya berapa;Twitter for iPhone;204;1,58917E+18;1,4378E+18;yocaalfarizi14;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/yocaalfarizi14/status/1589166240106700800;Yoca Al Farizi;;Hi, I’m Yoca with new account. The previous account was deactivated and couldn’t be active more~;;FALSE;3;24;0;65;67;2021-09-14T15:33:07Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1437801548692668417/1631633874;;http://pbs.twimg.com/profile_images/1437801759036956674/zlbPrsNw_normal.jpg
1,4378E+18;1,58917E+18;2022-11-06T14:57:52Z;yocaalfarizi14;Pertama dapet driver, beberapa menit kemudian dr pesan, driver bilang kalau restonya tutup. Oh yaudah saya minta cancel. Tapi karena tombol cancel greyout, dan ga bisa cancel, jadilah saya ke help center @GrabID;Twitter for iPhone;211;1,58916E+18;1,4378E+18;yocaalfarizi14;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/yocaalfarizi14/status/1589165152313937920;Yoca Al Farizi;;Hi, I’m Yoca with new account. The previous account was deactivated and couldn’t be active more~;;FALSE;3;24;0;65;67;2021-09-14T15:33:07Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1437801548692668417/1631633874;;http://pbs.twimg.com/profile_images/1437801759036956674/zlbPrsNw_normal.jpg
1,10395E+18;1,58876E+18;2022-11-05T11:48:32Z;cyberarmy__;@morpiggg @jadijago @Tanyajago @GrabID Ini gw bisa pake kartu jago. Email ke grab aja;Twitter for Android;46;1,58875E+18;72986033;morpiggg;FALSE;FALSE;1;0;;;;;;;;;;;;;;;;72986033 1295310997196955648 1311556811023998976 2322081114;morpiggg jadijago Tanyajago GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cyberarmy__/status/1588755118803279872;Protokol Kesehatan;;tetap menerapkan protokol kesehatan;;FALSE;64;1039;0;13869;738;2019-03-08T09:44:01Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1103954512379699200/1571502573;;http://pbs.twimg.com/profile_images/1303545188078333952/-UJY8fST_normal.jpg
1,10395E+18;1,58916E+18;2022-11-06T14:55:21Z;cyberarmy__;@morpiggg @jadijago @Tanyajago @GrabID Bisa bayar grab pakai kartu debit bank jago https://t.co/tLbnedX1Br;Twitter for Android;43;1,58875E+18;72986033;morpiggg;FALSE;FALSE;0;0;;;;;;;;http://pbs.twimg.com/media/Fg3YtKbacAAeCTE.jpg;https://t.co/tLbnedX1Br;https://twitter.com/cyberarmy__/status/1589164519376711680/photo/1;photo;http://pbs.twimg.com/media/Fg3YtKbacAAeCTE.jpg;https://t.co/tLbnedX1Br;https://twitter.com/cyberarmy__/status/1589164519376711680/photo/1;;72986033 1295310997196955648 1311556811023998976 2322081114;morpiggg jadijago Tanyajago GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cyberarmy__/status/1589164519376711680;Protokol Kesehatan;;tetap menerapkan protokol kesehatan;;FALSE;64;1039;0;13869;738;2019-03-08T09:44:01Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1103954512379699200/1571502573;;http://pbs.twimg.com/profile_images/1303545188078333952/-UJY8fST_normal.jpg
1,10395E+18;1,58875E+18;2022-11-05T11:28:18Z;cyberarmy__;@morpiggg @jadijago @Tanyajago @GrabID Memangnya gabisa ya pakai jago di grab?;Twitter for Android;39;1,58834E+18;72986033;morpiggg;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;72986033 1295310997196955648 1311556811023998976 2322081114;morpiggg jadijago Tanyajago GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/cyberarmy__/status/1588750025391472640;Protokol Kesehatan;;tetap menerapkan protokol kesehatan;;FALSE;64;1039;0;13869;738;2019-03-08T09:44:01Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1103954512379699200/1571502573;;http://pbs.twimg.com/profile_images/1303545188078333952/-UJY8fST_normal.jpg
95371831;1,58924E+18;2022-11-06T19:52:47Z;naa_ranie;Lah ini @shopeefood_id &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240693553;1,58918E+18;2022-11-06T15:51:25Z;zkrhm;@farsmccrory @GrabID ASLI grab kayak gak paham kelakuan orang jalanan 😬;Twitter for Android;50;1,58911E+18;24796258;farsmccrory;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;24796258 2322081114;farsmccrory GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/zkrhm/status/1589178631649386496;Adank Karbu 4.0;kabvpaten;murah bangeet!!!;https://t.co/CnFsJwxDxm;FALSE;452;1087;5;51405;57256;2011-01-20T14:33:24Z;FALSE;https://t.co/CnFsJwxDxm;http://github.com;;https://pbs.twimg.com/profile_banners/240693553/1651833696;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1566059960861044737/LZ6cLJ_T_normal.jpg
63301757;1,58914E+18;2022-11-06T13:29:24Z;mirasahid;Ini kenapa sih @GrabID? Sudah dikonfirmasi, sudah chat soal titik jemput. Terus notifnya malah cancel. Yang satu sengaja gw batalkan karena masih mengantar penumpang. https://t.co/TdkEQnhT8e;Twitter for Android;166;;;;FALSE;FALSE;0;0;;;;;;;;http://pbs.twimg.com/media/Fg3FCYHVsAATNXQ.jpg;https://t.co/TdkEQnhT8e;https://twitter.com/mirasahid/status/1589142890676355072/photo/1;photo;http://pbs.twimg.com/media/Fg3FCYHVsAATNXQ.jpg;https://t.co/TdkEQnhT8e;https://twitter.com/mirasahid/status/1589142890676355072/photo/1;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/mirasahid/status/1589142890676355072;Mira Sahid;;Founder @emak2blogger | STIFIn Licensed Promotor | 📗 Author #SecangkirSyukur | #YogaInstructor | #WomenEmpowering #PegiatLiterasiDigital;https://t.co/DVoZiDvERK;FALSE;9941;1557;47;46253;1870;2009-08-05T23:55:08Z;FALSE;https://t.co/DVoZiDvERK;https://linktr.ee/mirasahid;;https://pbs.twimg.com/profile_banners/63301757/1525347496;http://abs.twimg.com/images/themes/theme15/bg.png;http://pbs.twimg.com/profile_images/1358438607095123969/_DFNKABj_normal.jpg
3281027354;1,58914E+18;2022-11-06T13:31:42Z;elylsian;@GrabID Qamu nanyeaaa? Jastip barang/makanan super murah nan cepat dimaneaaa? Ya Di grab lah. Pake GRABJASTIPIN pastinya 🥰 jgn lupa join kuis ini yea, siapa tau km dilirik admin grab. Rawr;Twitter for Android;180;1,58704E+18;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/elylsian/status/1589143468538224640;Putri;;Curiosity has brought u here. So, welcome!;;FALSE;1582;2994;14;151532;20585;2015-07-15T22:55:30Z;FALSE;;;;https://pbs.twimg.com/profile_banners/3281027354/1620494579;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/1583689215845732352/kcMuO3kf_normal.jpg
1,46647E+18;1,58941E+18;2022-11-07T07:08:48Z;yellowminionss;Gedek bgt gw sama @GrabID abis gw update malah alamat rumah gw yg udh disave ilang, pdhl itu hasil dari bikin titik jemput baru yg lama di acc sama pihak grabnya. Mo bikin lg tp ga keburu gw udh buru2 brangkat. Pake gojek kalo pagi gini lama dpt drivernya;Twitter for Android;255;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/yellowminionss/status/1589409497436782592;Bababababanana;;;;FALSE;0;49;0;1064;389;2021-12-02T18:03:58Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1466468081262374912/1652866959;;http://pbs.twimg.com/profile_images/1581980383561670661/iIeQ9pFc_normal.jpg
349502107;1,58919E+18;2022-11-06T16:17:08Z;itskedri;Hari ini udah 3 kali order grabmart @GrabID dapet driver maunya uang parkir cash. Katanya udah era cashless tapi masih aja cash. Alesannya aplikasi suka error. Gimana nih grab? Zero star lah;Twitter for iPhone;190;;;;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/itskedri/status/1589185101988257792;❤;Jakarta Capital Region;I'm here to get what's mine and never underestimate the power of K. #haasalumni;;FALSE;4505;4495;12;13237;1922;2011-08-06T05:58:03Z;FALSE;;;;https://pbs.twimg.com/profile_banners/349502107/1414371036;http://abs.twimg.com/images/themes/theme1/bg.png;http://pbs.twimg.com/profile_images/546896262616715264/5dgMbbTY_normal.png
1,48234E+18;1,58915E+18;2022-11-06T14:12:43Z;aliaaaaya;@GrabID Min ayo dong umumin aku lagi sedih nih batal.konser;Twitter for Android;51;1,58848E+18;2322081114;GrabID;FALSE;FALSE;1;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aliaaaaya/status/1589153789923454976;moodrkh;Kebon Jeruk, Indonesia;KOREAN LOVERS;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Sf9 #P1harmony""";;FALSE;4;53;0;125;218;2022-01-15T13:04:22Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1482337746035560454/1642252808;;http://pbs.twimg.com/profile_images/1539051737327468544/8ArdPMqS_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48234E+18;1,58731E+18;2022-11-01T12:12:20Z;aliaaaaya;@GrabID GRABJASTIPIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEAR GRAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dikira teman ku kau ayang yang mau ajak main;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ternyata kau abang grab🤣🤣""";Twitter for Android;94;1,58704E+18;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aliaaaaya/status/1587311556744089600;moodrkh;Kebon Jeruk, Indonesia;KOREAN LOVERS;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Sf9 #P1harmony""";;FALSE;4;53;0;125;218;2022-01-15T13:04:22Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1482337746035560454/1642252808;;http://pbs.twimg.com/profile_images/1539051737327468544/8ArdPMqS_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48234E+18;1,58731E+18;2022-11-01T12:09:12Z;aliaaaaya;@GrabID GRABJASTIPIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEAR GRAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kukira kau hanya aplikasi ojol ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ternyata kau everything❤️❤️🤣🤣;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"@GrabID""";Twitter for Android;93;1,58731E+18;1,48234E+18;aliaaaaya;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114 2322081114;GrabID GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aliaaaaya/status/1587310768156180480;moodrkh;Kebon Jeruk, Indonesia;KOREAN LOVERS;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Sf9 #P1harmony""";;FALSE;4;53;0;125;218;2022-01-15T13:04:22Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1482337746035560454/1642252808;;http://pbs.twimg.com/profile_images/1539051737327468544/8ArdPMqS_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48234E+18;1,58731E+18;2022-11-01T12:09:52Z;aliaaaaya;@GrabID GRABJASTIPIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEAR GRAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kukira kau ayang yang anter makanan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ternyata kau grabfood❤️❤️🤣🤣""";Twitter for Android;87;1,58704E+18;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aliaaaaya/status/1587310936918228992;moodrkh;Kebon Jeruk, Indonesia;KOREAN LOVERS;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Sf9 #P1harmony""";;FALSE;4;53;0;125;218;2022-01-15T13:04:22Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1482337746035560454/1642252808;;http://pbs.twimg.com/profile_images/1539051737327468544/8ArdPMqS_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48234E+18;1,58731E+18;2022-11-01T12:08:35Z;aliaaaaya;@GrabID GRABJASTIPIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEAR GRAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kukira kau hanya aplikasi ojol ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Ternyata kau everything❤️❤️🤣🤣""";Twitter for Android;85;1,58704E+18;2322081114;GrabID;FALSE;FALSE;0;0;;;;;;;;;;;;;;;;2322081114;GrabID;in;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NA NA;NA NA;NA NA NA NA NA NA NA NA;https://twitter.com/aliaaaaya/status/1587310614405603328;moodrkh;Kebon Jeruk, Indonesia;KOREAN LOVERS;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#Sf9 #P1harmony""";;FALSE;4;53;0;125;218;2022-01-15T13:04:22Z;FALSE;;;;https://pbs.twimg.com/profile_banners/1482337746035560454/1642252808;;http://pbs.twimg.com/profile_images/1539051737327468544/8ArdPMqS_normal.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1,48234E+18;1,58731E+18;2022-11-01T12:10:49Z;aliaaaaya;@GrabID GRABJASTIPIN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEAR GRAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kukira kau papa ku;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
